@T,climate ,,,,,
,16.06.2017,31.4153125,32.51729167,-9999,-9999,39
,17.06.2017,52.17177083,54.7440625,-9999,-9999,47.2
,18.06.2017,49.21270833,51.17875,-9999,-9999,53.5
,19.06.2017,46.70833333,48.63552083,-9999,-9999,50.05
,20.06.2017,40.2521875,41.72020833,-9999,-9999,46.3
,21.06.2017,26.12422917,27.16133333,-9999,-9999,44
,22.06.2017,36.39270833,37.71125,-9999,-9999,50
,23.06.2017,62.1134375,64.95395833,-9999,-9999,68.75
,24.06.2017,51.2925,53.51583333,-9999,-9999,59.9
,25.06.2017,65.72927083,68.76052083,-9999,-9999,70.3
,26.06.2017,56.2246875,58.85677083,-9999,-9999,56.75
,27.06.2017,48.3440625,50.81833333,-9999,-9999,53.55
,28.06.2017,35.31510417,36.56958333,-9999,-9999,45.1
,29.06.2017,44.22927083,46.186875,-9999,-9999,57.65
,30.06.2017,56.9940625,59.523125,-9999,-9999,62
,01.07.2017,41.82520833,43.425,-9999,-9999,51.25
,02.07.2017,30.4571875,31.31125,-9999,-9999,46.3
,03.07.2017,45.21760417,47.10072917,-9999,-9999,52.7
,04.07.2017,41.25885417,42.9890625,-9999,-9999,53.15
,05.07.2017,32.93010417,33.89864583,-9999,-9999,46.95
,06.07.2017,39.70697917,41.18020833,-9999,-9999,47.95
,07.07.2017,50.633125,52.75270833,-9999,-9999,58.1
,08.07.2017,47.97177083,50.04822917,-9999,-9999,55.25
,09.07.2017,40.71239583,42.71114583,-9999,-9999,51.8
,10.07.2017,44.27385417,46.39020833,-9999,-9999,52.2
,11.07.2017,44.49875,46.81854167,-9999,-9999,53.85
,12.07.2017,61.95489583,65.02864583,-9999,-9999,70.85
,13.07.2017,59.7171875,62.92260417,-9999,-9999,62.45
,14.07.2017,57.55979167,60.61729167,-9999,-9999,58.35
,15.07.2017,58.1665625,61.42302083,-9999,-9999,60.75
,16.07.2017,59.89614583,62.81447917,-9999,-9999,62.5
,17.07.2017,52.97822917,55.73791667,-9999,-9999,59.2
,18.07.2017,35.284375,37.05395833,-9999,-9999,48.05
,19.07.2017,44.154375,46.08822917,-9999,-9999,54.35
,20.07.2017,48.5759375,50.43854167,-9999,-9999,58.45
,21.07.2017,49.49864583,51.74510417,-9999,-9999,54.4
,22.07.2017,53.040625,55.20270833,-9999,-9999,59.4
,23.07.2017,47.46895833,49.3034375,-9999,-9999,56.25
,24.07.2017,40.2375,41.6209375,-9999,-9999,54.7
,25.07.2017,49.84729167,51.913125,-9999,-9999,53.95
,26.07.2017,69.71375,72.69458333,-9999,-9999,72.3
,27.07.2017,68.17333333,71.3846875,-9999,-9999,67.55
,28.07.2017,65.29125,67.96020833,-9999,-9999,59.85
,29.07.2017,65.70458333,68.27260417,-9999,-9999,72.9
,30.07.2017,61.6615625,64.21708333,-9999,-9999,67.3
,31.07.2017,49.073125,51.3371875,-9999,-9999,57.9
,01.08.2017,39.73385417,41.03302083,-9999,-9999,52.6
,02.08.2017,59.0471875,61.69260417,-9999,-9999,63.8
,03.08.2017,72.4375,75.99708333,-9999,-9999,73.95
,04.08.2017,68.123125,71.414375,-9999,-9999,59.8
,05.08.2017,64.20604167,67.2534375,-9999,-9999,62.65
,06.08.2017,79.23270833,83.5215625,-9999,-9999,76.25
,07.08.2017,85.15947917,90.2346875,-9999,-9999,86.1
,08.08.2017,77.79041667,82.11,-9999,-9999,77.2
,09.08.2017,62.67885417,65.956875,-9999,-9999,61.9
,10.08.2017,76.186875,80.37864583,-9999,-9999,71.65
,11.08.2017,77.47375,81.48666667,-9999,-9999,73.35
,12.08.2017,71.00052083,74.67416667,-9999,-9999,62.2
,13.08.2017,54.41875,57.31510417,-9999,-9999,56.1
,14.08.2017,51.43635417,54.17854167,-9999,-9999,56.6
,15.08.2017,67.51052083,70.58625,-9999,-9999,65.3
,16.08.2017,62.99,66.66114583,-9999,-9999,61.35
,17.08.2017,54.68427083,57.80052083,-9999,-9999,59.05
,18.08.2017,46.90145833,49.03729167,-9999,-9999,54.45
,19.08.2017,37.99385417,39.34864583,-9999,-9999,52.75
,20.08.2017,31.86541667,32.85645833,-9999,-9999,53.15
,21.08.2017,44.1696875,45.87041667,-9999,-9999,55.95
,22.08.2017,66.43614583,68.86947917,-9999,-9999,67.2
,23.08.2017,52.36947917,54.4409375,-9999,-9999,59.05
,24.08.2017,42.110625,43.5565625,-9999,-9999,56.8
,25.08.2017,40.18854167,41.37364583,-9999,-9999,54.15
,26.08.2017,31.34140625,32.41302083,-9999,-9999,45.75
,27.08.2017,36.966875,37.8871875,-9999,-9999,50.3
,28.08.2017,50.06572917,51.656875,-9999,-9999,54.45
,29.08.2017,39.91739583,40.83479167,-9999,-9999,52.6
,30.08.2017,39.8565625,41.09510417,-9999,-9999,50.8
,31.08.2017,55.75510417,57.90052083,-9999,-9999,66.05
,01.09.2017,42.27375,43.8825,-9999,-9999,55.05
,02.09.2017,37.73166667,38.69166667,-9999,-9999,48.2
,03.09.2017,24.68071875,25.4999375,-9999,-9999,45.95
,04.09.2017,32.04302083,32.91541667,-9999,-9999,48.4
,05.09.2017,49.10760417,50.84947917,-9999,-9999,59.65
,06.09.2017,48.2609375,50.07802083,-9999,-9999,56.3
,07.09.2017,45.41,47.1346875,-9999,-9999,53.8
,08.09.2017,50.4784375,52.26708333,-9999,-9999,60.65
,09.09.2017,36.09333333,37.4875,-9999,-9999,52.1
,10.09.2017,36.51447917,37.99104167,-9999,-9999,52.75
,11.09.2017,40.6921875,42.0825,-9999,-9999,50.65
,12.09.2017,39.14510417,40.2246875,-9999,-9999,52.75
,13.09.2017,32.9825,34.1109375,-9999,-9999,46.2
,14.09.2017,36.02145833,37.23875,-9999,-9999,51.25
,15.09.2017,54.15458333,56.37864583,-9999,-9999,54.95
,16.09.2017,79.9925,84.52552083,-9999,-9999,76.4
,17.09.2017,67.52260417,70.83885417,-9999,-9999,66.2
,18.09.2017,47.92208333,49.8865625,-9999,-9999,54.6
,19.09.2017,39.85125,41.68801042,-9999,-9999,44.05
,20.09.2017,42.66197917,44.629375,-9999,-9999,46.8
,21.09.2017,36.77072917,38.16416667,-9999,-9999,44.6
,22.09.2017,45.4425,47.67458333,-9999,-9999,48.75
,23.09.2017,80.0471875,84.8965625,-9999,-9999,81.3
,24.09.2017,90.603125,96.96458333,-9999,-9999,91.85
,25.09.2017,81.01135417,85.94645833,-9999,-9999,78.3
,26.09.2017,69.72395833,73.92479167,-9999,-9999,68.5
,27.09.2017,74.87375,79.3190625,-9999,-9999,66.4
,28.09.2017,80.66583333,85.60979167,-9999,-9999,80.4
,29.09.2017,81.45291667,86.63802083,-9999,-9999,80.95
,30.09.2017,77.24333333,81.96447917,-9999,-9999,68.75
,01.10.2017,58.99208333,62.69572917,-9999,-9999,63.4
,02.10.2017,84.68770833,90.42489583,-9999,-9999,73.8
,03.10.2017,74.05760417,79.24427083,-9999,-9999,73.55
,04.10.2017,79.18427083,83.92072917,-9999,-9999,81.6
,05.10.2017,73.44645833,78.13489583,-9999,-9999,66.65
,06.10.2017,53.91802083,57.428125,-9999,-9999,58.75
,07.10.2017,34.68989583,37.29135417,-9999,-9999,49.55
,08.10.2017,54.55697917,58.1609375,-9999,-9999,59.95
,09.10.2017,86.02270833,92.3203125,-9999,-9999,85.45
,10.10.2017,61.0659375,65.79916667,-9999,-9999,63.6
,11.10.2017,50.03708333,53.61635417,-9999,-9999,54.1
,12.10.2017,45.619375,48.85114583,-9999,-9999,55.1
,13.10.2017,69.20552083,73.70114583,-9999,-9999,71.5
,14.10.2017,56.81604167,60.97041667,-9999,-9999,58.85
,15.10.2017,45.6084375,48.78260417,-9999,-9999,54.65
,16.10.2017,30.26916667,32.48197917,-9999,-9999,-9999
,17.10.2017,23.87989583,25.70166667,-9999,-9999,-9999
,18.10.2017,22.65510417,24.37885417,-9999,-9999,-9999
,19.10.2017,39.65552083,42.5975,-9999,-9999,-9999
,20.10.2017,37.0509375,39.6471875,-9999,-9999,-9999
,21.10.2017,33.57364583,36.05072917,-9999,-9999,-9999
,22.10.2017,36.59979167,39.63885417,-9999,-9999,-9999
,23.10.2017,48.650625,51.95822917,-9999,-9999,-9999
,24.10.2017,36.61427083,39.31177083,-9999,-9999,-9999
,25.10.2017,23.28385417,24.68270833,-9999,-9999,-9999
,26.10.2017,46.81010417,50.111875,-9999,-9999,-9999
,27.10.2017,58.64958333,62.98927083,-9999,-9999,-9999
,28.10.2017,48.4746875,52.025,-9999,-9999,-9999
,29.10.2017,44.87791667,47.92041667,-9999,-9999,-9999
,30.10.2017,63.93572917,68.77177083,-9999,-9999,-9999
,31.10.2017,60.64010417,64.96322917,-9999,-9999,-9999
,01.11.2017,32.77875,34.83697917,-9999,-9999,-9999
,02.11.2017,81.05666667,86.42239583,-9999,-9999,-9999
,03.11.2017,75.76854167,80.63104167,-9999,-9999,-9999
,04.11.2017,57.50270833,61.291875,-9999,-9999,-9999
,05.11.2017,87.57208333,93.94166667,-9999,-9999,-9999
,06.11.2017,84.54916667,90.70635417,-9999,-9999,-9999
,07.11.2017,84.55625,90.3625,-9999,-9999,-9999
,08.11.2017,80.06197917,86.19010417,-9999,-9999,-9999
,09.11.2017,75.74270833,81.05302083,-9999,-9999,-9999
,10.11.2017,75.79854167,81.00895833,-9999,-9999,-9999
,11.11.2017,51.46947917,55.04114583,-9999,-9999,-9999
,12.11.2017,60.33729167,64.4653125,-9999,-9999,-9999
,13.11.2017,43.95489583,46.84416667,-9999,-9999,-9999
,14.11.2017,38.7828125,41.53302083,-9999,-9999,-9999
,15.11.2017,52.79697917,56.60041667,-9999,-9999,-9999
,16.11.2017,41.66927083,44.69020833,-9999,-9999,-9999
,17.11.2017,45.10666667,48.156875,-9999,-9999,-9999
,18.11.2017,46.30114583,49.8084375,-9999,-9999,-9999
,19.11.2017,40.22895833,43.2325,-9999,-9999,-9999
,20.11.2017,19.31375,20.62166667,-9999,-9999,-9999
,21.11.2017,65.15979167,69.5134375,-9999,-9999,-9999
,22.11.2017,59.964375,63.8390625,-9999,-9999,-9999
,23.11.2017,43.9228125,46.71197917,-9999,-9999,-9999
,24.11.2017,46.84885417,49.9134375,-9999,-9999,-9999
,25.11.2017,58.3090625,62.12854167,-9999,-9999,-9999
,26.11.2017,44.90395833,47.86208333,-9999,-9999,-9999
,27.11.2017,28.911875,30.625,-9999,-9999,-9999
,28.11.2017,54.83104167,58.79395833,-9999,-9999,-9999
,29.11.2017,62.02739583,66.45572917,-9999,-9999,-9999
,30.11.2017,46.04010417,49.43427083,-9999,-9999,-9999
,01.12.2017,45.00052083,48.380625,-9999,-9999,-9999
,02.12.2017,53.46614583,57.27760417,-9999,-9999,-9999
,03.12.2017,47.17677083,50.62864583,-9999,-9999,-9999
,04.12.2017,50.19322917,54.09947917,-9999,-9999,-9999
,05.12.2017,45.88145833,49.56177083,-9999,-9999,-9999
,06.12.2017,41.92135417,45.385,-9999,-9999,-9999
,07.12.2017,42.96322917,46.51802083,-9999,-9999,-9999
,08.12.2017,19.6709375,21.15447917,-9999,-9999,-9999
,09.12.2017,17.67916667,18.9434375,-9999,-9999,-9999
,10.12.2017,18.13427083,19.59083333,-9999,-9999,-9999
,11.12.2017,23.13572917,24.91489583,-9999,-9999,-9999
,12.12.2017,26.72427083,28.55322917,-9999,-9999,-9999
,13.12.2017,28.66322917,30.54114583,-9999,-9999,-9999
,14.12.2017,57.9828125,62.214375,-9999,-9999,-9999
,15.12.2017,44.05854167,47.305625,-9999,-9999,-9999
,16.12.2017,42.74864583,45.80375,-9999,-9999,-9999
,17.12.2017,82.50697917,88.5440625,-9999,-9999,-9999
,18.12.2017,60.49572917,64.58854167,-9999,-9999,-9999
,19.12.2017,48.99072917,52.57208333,-9999,-9999,-9999
,20.12.2017,46.12541667,49.23510417,-9999,-9999,-9999
,21.12.2017,73.90072917,79.70427083,-9999,-9999,-9999
,22.12.2017,73.1059375,78.81135417,-9999,-9999,-9999
,23.12.2017,74.59822917,80.46791667,-9999,-9999,-9999
,24.12.2017,67.40208333,73.31197917,-9999,-9999,-9999
,25.12.2017,71.2228125,77.06979167,-9999,-9999,-9999
,26.12.2017,78.23354167,84.66145833,-9999,-9999,-9999
,27.12.2017,57.399375,62.13895833,-9999,-9999,-9999
,28.12.2017,55.77166667,60.09020833,-9999,-9999,-9999
,29.12.2017,47.48395833,50.88645833,-9999,-9999,-9999
,30.12.2017,76.8925,82.85479167,-9999,-9999,-9999
,31.12.2017,81.31552083,87.58541667,-9999,-9999,-9999
,01.01.2018,80.835,89.49615385,-9999,-9999,-9999
,02.01.2018,55.60645833,50.26983607,-9999,-9999,-9999
,03.01.2018,34.735625,37.5109375,-9999,-9999,-9999
,04.01.2018,39.89666667,42.8959375,-9999,-9999,-9999
,05.01.2018,46.04229167,49.38979167,-9999,-9999,-9999
,06.01.2018,45.5321875,48.959375,-9999,-9999,-9999
,07.01.2018,60.52677083,61.230125,-9999,-9999,-9999
,08.01.2018,65.35770833,74.89580645,-9999,-9999,-9999
,09.01.2018,40.13020833,39.9379661,-9999,-9999,-9999
,10.01.2018,54.09604167,58.06604167,-9999,-9999,-9999
,11.01.2018,50.2409375,54.031875,-9999,-9999,-9999
,12.01.2018,65.64010417,70.55291667,-9999,-9999,-9999
,13.01.2018,62.97052083,67.575625,-9999,-9999,-9999
,14.01.2018,66.82416667,71.52708333,-9999,-9999,-9999
,15.01.2018,67.73208333,73.19270833,-9999,-9999,-9999
,16.01.2018,59.4078125,64.4784375,-9999,-9999,-9999
,17.01.2018,41.25083333,44.62760417,-9999,-9999,-9999
,18.01.2018,37.40177083,40.24385417,-9999,-9999,-9999
,19.01.2018,32.39333333,34.70114583,-9999,-9999,-9999
,20.01.2018,62.09239583,66.85489583,-9999,-9999,-9999
,21.01.2018,79.88770833,85.76729167,-9999,-9999,-9999
,22.01.2018,47.61625,51.73989583,-9999,-9999,-9999
,23.01.2018,52.0609375,56.36625,-9999,-9999,-9999
,24.01.2018,53.63010417,57.93041667,-9999,-9999,-9999
,25.01.2018,45.50322917,49.32479167,-9999,-9999,-9999
,26.01.2018,40.34260417,43.48697917,-9999,-9999,-9999
,27.01.2018,42.8584375,46.70104167,-9999,-9999,-9999
,28.01.2018,50.40583333,54.42979167,-9999,-9999,-9999
,29.01.2018,55.481875,59.57052083,-9999,-9999,-9999
,30.01.2018,32.74,35.03489583,-9999,-9999,-9999
,31.01.2018,70.87489583,75.95520833,-9999,-9999,-9999
,01.02.2018,85.18434211,91.61666667,-9999,-9999,-9999
,02.02.2018,67.71981132,81.119375,-9999,-9999,-9999
,03.02.2018,59.98020833,64.32729167,-9999,-9999,-9999
,04.02.2018,80.998125,87.15510417,-9999,-9999,-9999
,05.02.2018,66.74666667,71.545625,-9999,-9999,-9999
,06.02.2018,67.478125,72.3865625,-9999,-9999,-9999
,07.02.2018,66.97520833,71.986875,-9999,-9999,-9999
,08.02.2018,41.27729167,44.23885417,-9999,-9999,-9999
,09.02.2018,79.55375,85.68447917,-9999,-9999,-9999
,10.02.2018,79.97791667,86.21770833,-9999,-9999,-9999
,11.02.2018,78.24447917,82.45193548,-9999,-9999,-9999
,12.02.2018,77.6903125,83.28534247,-9999,-9999,-9999
,13.02.2018,57.92572917,50.54476923,-9999,-9999,-9999
,14.02.2018,33.90989583,36.18666667,-9999,-9999,-9999
,15.02.2018,48.40260417,52.04677083,-9999,-9999,-9999
,16.02.2018,57.419375,61.69854167,-9999,-9999,-9999
,17.02.2018,29.80760417,32.09885417,-9999,-9999,-9999
,18.02.2018,34.1584375,36.40677083,-9999,-9999,-9999
,19.02.2018,76.74947917,82.84895833,-9999,-9999,-9999
,20.02.2018,67.11833333,73.37614583,-9999,-9999,-9999
,21.02.2018,73.10927083,78.84354167,-9999,-9999,-9999
,22.02.2018,76.73114583,82.60041667,-9999,-9999,-9999
,23.02.2018,79.18458333,84.8346875,-9999,-9999,-9999
,24.02.2018,56.461875,60.94875,-9999,-9999,-9999
,25.02.2018,36.40979167,39.80145833,-9999,-9999,-9999
,26.02.2018,35.984375,39.44552083,-9999,-9999,-9999
,27.02.2018,43.14614583,47.01145833,-9999,-9999,-9999
,28.02.2018,55.70979167,59.94416667,-9999,-9999,-9999
,01.03.2018,53.914375,57.8159375,-9999,-9999,-9999
,02.03.2018,34.14635417,36.54697917,-9999,-9999,-9999
,03.03.2018,29.65875,31.62520833,-9999,-9999,-9999
,04.03.2018,30.922,32.99888542,-9999,-9999,-9999
,05.03.2018,30.13760417,32.6771875,-9999,-9999,-9999
,06.03.2018,32.4253125,35.051875,-9999,-9999,-9999
,07.03.2018,40.33895833,43.46395833,-9999,-9999,-9999
,08.03.2018,27.74635417,29.72520833,-9999,-9999,-9999
,09.03.2018,27.43291667,29.2178125,-9999,-9999,-9999
,10.03.2018,39.83145833,42.73916667,-9999,-9999,-9999
,11.03.2018,46.4275,49.806875,-9999,-9999,-9999
,12.03.2018,40.829375,44.114375,-9999,-9999,-9999
,13.03.2018,47.73270833,51.1884375,-9999,-9999,-9999
,14.03.2018,40.77875,43.45083333,-9999,-9999,-9999
,15.03.2018,53.423125,56.98520833,-9999,-9999,-9999
,16.03.2018,44.31,47.44010417,-9999,-9999,-9999
,17.03.2018,47.8878125,51.155,-9999,-9999,-9999
,18.03.2018,69.4140625,74.21666667,-9999,-9999,-9999
,19.03.2018,57.66239583,61.73895833,-9999,-9999,-9999
,20.03.2018,48.14708333,51.51864583,-9999,-9999,-9999
,21.03.2018,43.4796875,46.45770833,-9999,-9999,-9999
,22.03.2018,35.90520833,38.0325,-9999,-9999,-9999
,23.03.2018,43.5828125,46.29635417,-9999,-9999,-9999
,24.03.2018,56.320625,60.08791667,-9999,-9999,-9999
,25.03.2018,63.65583333,67.7490625,-9999,-9999,-9999
,26.03.2018,68.9678125,73.8178125,-9999,-9999,-9999
,27.03.2018,60.931875,64.74354167,-9999,-9999,-9999
,28.03.2018,80.26125,85.87770833,-9999,-9999,-9999
,29.03.2018,70.19104167,75.5084375,-9999,-9999,-9999
,30.03.2018,54.23729167,57.72958333,-9999,-9999,-9999
,31.03.2018,62.99104167,67.029375,-9999,-9999,-9999
,01.04.2018,70.19020833,74.81041667,-9999,-9999,-9999
,02.04.2018,46.72354167,49.69239583,-9999,-9999,-9999
,03.04.2018,25.03583333,27.1209375,-9999,-9999,-9999
,04.04.2018,30.79302083,32.998125,-9999,-9999,-9999
,05.04.2018,38.56010417,41.1509375,-9999,-9999,-9999
,06.04.2018,81.03072917,86.96625,-9999,-9999,-9999
,07.04.2018,77.5190625,83.1390625,-9999,-9999,-9999
,08.04.2018,38.77614583,41.28166667,-9999,-9999,-9999
,09.04.2018,64.38208333,68.54875,-9999,-9999,-9999
,10.04.2018,38.2925,40.58260417,-9999,-9999,-9999
,11.04.2018,25.87979167,27.28583333,-9999,-9999,-9999
,12.04.2018,45.38020833,48.24083333,-9999,-9999,-9999
,13.04.2018,50.2828125,53.8271875,-9999,-9999,-9999
,14.04.2018,42.5140625,45.5309375,-9999,-9999,-9999
,15.04.2018,54.0965625,57.4403125,-9999,-9999,-9999
,16.04.2018,55.10322917,58.86708333,-9999,-9999,-9999
,17.04.2018,43.2,46.253125,-9999,-9999,-9999
,18.04.2018,32.2690625,34.64614583,-9999,-9999,-9999
,19.04.2018,35.9665625,38.44375,-9999,-9999,-9999
,20.04.2018,62.14791667,66.594375,-9999,-9999,-9999
,21.04.2018,86.341875,92.73177083,-9999,-9999,-9999
,22.04.2018,70.23833333,74.79010417,-9999,-9999,-9999
,23.04.2018,67.29197917,71.403125,-9999,-9999,-9999
,24.04.2018,64.29739583,68.60791667,-9999,-9999,-9999
,25.04.2018,46.739375,49.54427083,-9999,-9999,-9999
,26.04.2018,37.2465625,39.67,-9999,-9999,-9999
,27.04.2018,32.22260417,34.12822917,-9999,-9999,-9999
,28.04.2018,42.3640625,44.80802083,-9999,-9999,-9999
,29.04.2018,37.19541667,39.22958333,-9999,-9999,-9999
,30.04.2018,49.5328125,52.50979167,-9999,-9999,-9999
,01.05.2018,74.3965625,79.07208333,-9999,-9999,-9999
,02.05.2018,86.10208333,91.915625,-9999,-9999,-9999
,03.05.2018,84.555,90.31239583,-9999,-9999,-9999
,04.05.2018,48.53385417,51.61833333,-9999,-9999,-9999
,05.05.2018,38.1171875,40.01260417,-9999,-9999,-9999
,06.05.2018,49.025,51.750625,-9999,-9999,-9999
,07.05.2018,48.87125,51.55322917,-9999,-9999,-9999
,08.05.2018,46.81,49.22979167,-9999,-9999,-9999
,09.05.2018,47.98729167,50.42625,-9999,-9999,-9999
,10.05.2018,60.15229167,63.03697917,-9999,-9999,-9999
,11.05.2018,74.22197917,78.3575,-9999,-9999,-9999
,12.05.2018,88.23541667,94.1059375,-9999,-9999,-9999
,13.05.2018,86.88979167,92.3846875,-9999,-9999,-9999
,14.05.2018,75.48958333,80.27270833,-9999,-9999,-9999
,15.05.2018,64.08145833,67.69229167,-9999,-9999,-9999
,16.05.2018,51.499375,54.87979167,-9999,-9999,-9999
,17.05.2018,53.88677083,56.85604167,-9999,-9999,-9999
,18.05.2018,74.75166667,79.04697917,-9999,-9999,-9999
,19.05.2018,83.43114583,88.40729167,-9999,-9999,-9999
,20.05.2018,80.4015625,85.951875,-9999,-9999,-9999
,21.05.2018,68.118125,72.4809375,-9999,-9999,-9999
,22.05.2018,67.66229167,71.31760417,-9999,-9999,-9999
,23.05.2018,62.61885417,66.5125,-9999,-9999,-9999
,24.05.2018,45.59458333,49.09125,-9999,-9999,-9999
,25.05.2018,38.90010417,41.82802083,-9999,-9999,-9999
,26.05.2018,51.74645833,55.37260417,-9999,-9999,-9999
,27.05.2018,52.111875,55.62833333,-9999,-9999,-9999
,28.05.2018,76.7103125,81.1934375,-9999,-9999,-9999
,29.05.2018,63.27427083,67.23385417,-9999,-9999,-9999
,30.05.2018,54.873125,58.41854167,-9999,-9999,-9999
,31.05.2018,46.14114583,48.92729167,-9999,-9999,-9999
,01.06.2018,34.35935417,36.01063542,-9999,-9999,-9999
,02.06.2018,30.58416667,32.27322917,-9999,-9999,-9999
,03.06.2018,48.845,51.61260417,-9999,-9999,-9999
,04.06.2018,33.30229167,34.795,-9999,-9999,-9999
,05.06.2018,25.04045833,26.20628125,-9999,-9999,-9999
,06.06.2018,44.538125,46.51104167,-9999,-9999,-9999
,07.06.2018,38.963125,40.696875,-9999,-9999,-9999
,08.06.2018,46.19502083,48.04442708,-9999,-9999,-9999
,09.06.2018,51.22101042,53.12473958,-9999,-9999,-9999
,10.06.2018,33.42703125,34.72886458,-9999,-9999,-9999
,11.06.2018,22.52375,23.0371875,-9999,-9999,-9999
,12.06.2018,40.10645833,41.46895833,-9999,-9999,-9999
,13.06.2018,43.09791667,44.371875,-9999,-9999,-9999
,14.06.2018,28.75875,29.79039583,-9999,-9999,-9999
,15.06.2018,37.6521875,39.01552083,-9999,-9999,-9999
,16.06.2018,56.48833333,58.74489583,-9999,-9999,-9999
,17.06.2018,74.04572917,77.52020833,-9999,-9999,-9999
,18.06.2018,76.986875,80.5303125,-9999,-9999,-9999
,19.06.2018,81.00979167,85.05552083,-9999,-9999,-9999
,20.06.2018,63.74958333,67.36083333,-9999,-9999,-9999
,21.06.2018,62.87583333,66.1271875,-9999,-9999,-9999
,22.06.2018,59.96208333,62.9775,-9999,-9999,-9999
,23.06.2018,47.685,49.92020833,-9999,-9999,-9999
,24.06.2018,70.75864583,74.64989583,-9999,-9999,-9999
,25.06.2018,49.953125,52.1171875,-9999,-9999,-9999
,26.06.2018,37.82427083,39.23322917,-9999,-9999,-9999
,27.06.2018,24.45520833,24.9996875,-9999,-9999,-9999
,28.06.2018,30.18405208,31.03973958,-9999,-9999,-9999
,29.06.2018,25.16802083,25.57333333,-9999,-9999,-9999
,30.06.2018,69.78708333,73.1528125,-9999,-9999,-9999
,01.07.2018,52.4340625,55.07791667,-9999,-9999,-9999
,02.07.2018,35.504375,37.03322917,-9999,-9999,-9999
,03.07.2018,33.8625,35.45364583,-9999,-9999,-9999
,04.07.2018,44.10625,46.19604167,-9999,-9999,-9999
,05.07.2018,55.741875,58.3396875,-9999,-9999,-9999
,06.07.2018,53.80541667,56.13291667,-9999,-9999,-9999
,07.07.2018,49.37854167,51.50822917,-9999,-9999,-9999
,08.07.2018,38.91729167,40.36395833,-9999,-9999,-9999
,09.07.2018,40.34052083,41.88291667,-9999,-9999,-9999
,10.07.2018,36.28322917,37.71010417,-9999,-9999,-9999
,11.07.2018,36.07677083,37.1803125,-9999,-9999,-9999
,12.07.2018,61.83416667,64.47645833,-9999,-9999,-9999
,13.07.2018,58.44354167,60.65270833,-9999,-9999,-9999
,14.07.2018,53.40072917,55.4209375,-9999,-9999,-9999
,15.07.2018,76.96791667,80.85114583,-9999,-9999,-9999
,16.07.2018,71.3759375,74.7896875,-9999,-9999,-9999
,17.07.2018,66.76489583,69.4871875,-9999,-9999,-9999
,18.07.2018,48.40942708,50.26546316,-9999,-9999,-9999
,19.07.2018,31.05479167,32.08458333,-9999,-9999,-9999
,20.07.2018,42.65645833,43.93270833,-9999,-9999,-9999
,21.07.2018,55.26135417,57.18427083,-9999,-9999,-9999
,22.07.2018,46.91802083,49.14833333,-9999,-9999,-9999
,23.07.2018,75.5890625,79.26135417,-9999,-9999,-9999
,24.07.2018,65.20697917,67.82604167,-9999,-9999,-9999
,25.07.2018,71.0125,74.50697917,-9999,-9999,-9999
,26.07.2018,67.97947917,71.19333333,-9999,-9999,-9999
,27.07.2018,73.81322917,77.38760417,-9999,-9999,-9999
,28.07.2018,80.45791667,84.85177083,-9999,-9999,-9999
,29.07.2018,75.88489583,79.85135417,-9999,-9999,-9999
,30.07.2018,52.00572917,55.055625,-9999,-9999,-9999
,31.07.2018,48.88125,51.72520833,-9999,-9999,-9999
,01.08.2018,48.34166667,50.95354167,-9999,-9999,-9999
,02.08.2018,41.69177083,44.25645833,-9999,-9999,-9999
,03.08.2018,47.86208333,50.4584375,-9999,-9999,-9999
,04.08.2018,36.6203125,38.6615625,-9999,-9999,-9999
,05.08.2018,53.34354167,56.34677083,-9999,-9999,-9999
,06.08.2018,68.85916667,72.301875,-9999,-9999,-9999
,07.08.2018,61.23072917,64.56583333,-9999,-9999,-9999
,08.08.2018,56.6740625,59.67802083,-9999,-9999,-9999
,09.08.2018,42.18354167,44.38479167,-9999,-9999,-9999
,10.08.2018,45.10645833,46.9871875,-9999,-9999,-9999
,11.08.2018,42.05989583,44.33427083,-9999,-9999,-9999
,12.08.2018,45.77260417,47.90385417,-9999,-9999,-9999
,13.08.2018,52.26604167,54.48229167,-9999,-9999,-9999
,14.08.2018,71.37135417,74.62322917,-9999,-9999,-9999
,15.08.2018,54.71257292,57.34603125,-9999,-9999,-9999
,16.08.2018,46.8303125,48.580625,-9999,-9999,-9999
,17.08.2018,56.376875,58.72166667,-9999,-9999,-9999
,18.08.2018,65.2865625,68.77979167,-9999,-9999,-9999
,19.08.2018,63.43260417,66.93052083,-9999,-9999,-9999
,20.08.2018,62.16708333,65.33708333,-9999,-9999,-9999
,21.08.2018,60.8121875,64.00739583,-9999,-9999,-9999
,22.08.2018,69.53208333,72.63541667,-9999,-9999,-9999
,23.08.2018,33.17010417,34.51875,-9999,-9999,-9999
,24.08.2018,31.14083333,32.3859375,-9999,-9999,-9999
,25.08.2018,33.845625,35.2140625,-9999,-9999,-9999
,26.08.2018,42.741875,44.6071875,-9999,-9999,-9999
,27.08.2018,29.92354167,31.12302083,-9999,-9999,-9999
,28.08.2018,54.23083333,56.7940625,-9999,-9999,-9999
,29.08.2018,52.82333333,55.296875,-9999,-9999,-9999
,30.08.2018,32.12364583,33.48947917,-9999,-9999,-9999
,31.08.2018,28.9365625,30.09114583,-9999,-9999,-9999
